26,22
29,22
31,21
27,20
29,19
26,19
28,18
30,17
27,16
29,16
27,14
28,13
30,13
27,11
29,12
31,12
33,10
29,9
28,9
27,7
29,8
31,8
34,8
34,12
36,15
36,13
38,14
40,15
42,14
40,12
38,12
36,10
38,10
37,8
40,8
40,10
42,11
41,8
42,17
40,18
42,19
40,20
42,22
38,22
38,20
35,20
33,21
34,22
35,22
36,21
33,19
32,19
32,19
32,18
32,18
33,19
33,19
33,18
33,18
32,18
34,18
33,18
33,18
32,17
33,17
33,17
34,17
34,18
34,18
34,18
35,18
35,18
35,18
36,18
36,18
36,18
37,18
36,18
37,18
37,17
37,17
38,18
38,17
38,17
38,17
38,16
38,16
37,16
37,17
37,16
37,16
37,17
36,17
36,17
35,17
36,16
36,16
35,17
35,17
34,17
34,17
34,17
34,16
33,17
33,17
32,16
33,16
34,16
32,17
32,16
31,16
31,16
30,15
31,15
31,15
31,14
32,14
32,14
33,14
33,13
34,14
34,14
34,15
33,15
33,16
33,16
32,16
31,16
31,15
31,15
32,15
32,16
32,15
32,15
32,15
32,14
33,15
33,15
33,15
32,14
33,14
33,14
9,22
10,22
12,22
13,22
14,20
13,20
11,20
10,21
9,20
8,21
7,19
8,20
8,19
7,18
8,16
8,18
9,18
9,19
10,20
10,20
12,20
11,19
10,19
10,19
10,19
10,19
10,19
10,18
10,18
10,16
10,15
11,18
12,18
13,19
11,17
12,17
14,18
13,16
12,15
15,20
16,21
17,21
19,22
20,22
19,21
20,21
21,21
18,20
17,20
17,19
15,19
15,18
16,16
17,15
17,17
17,17
17,18
17,18
17,19
18,19
19,19
19,20
20,19
19,19
18,19
18,19
18,18
18,18
19,18
18,18
18,18
19,17
19,16
18,15
19,18
20,18
21,20
21,19
20,17
20,17
20,15
21,15
22,17
11,12
12,12
12,13
13,13
14,12
15,12
15,12
16,13
15,12
15,12
14,12
13,12
13,12
12,12
11,12
12,11
12,11
13,11
14,11
14,11
15,11
15,11
14,11
13,10
13,11
13,10
12,10
13,10
11,11
11,11
10,12
10,11
10,11
9,11
10,10
9,10
9,9
10,10
10,10
11,10
12,10
12,9
12,9
11,10
11,9
10,9
10,9
10,9
11,9
11,9
12,9
12,9
12,8
11,8
11,8
11,8
11,7
12,8
13,8
12,7
12,7
11,7
12,7
11,6
12,7
13,7
13,7
14,7
13,7
13,6
12,6
12,6
13,5
13,6
14,6
14,6
15,7
15,7
15,7
15,6
14,6
14,5
13,5
15,5
15,6
16,6
16,7
16,6
16,6
17,6
15,11
15,12
16,11
16,12
16,12
16,13
17,13
17,12
17,12
16,11
17,11
17,12
17,12
18,12
18,12
18,11
17,11
18,11
18,12
18,12
19,11
18,11
18,11
18,10
19,11
19,10
19,10
19,10
19,10
19,9
19,9
20,10
20,10
21,10
20,9
21,9
21,9
20,9
19,9
19,8
20,8
21,8
21,8
21,8
21,7
21,8
20,8
19,8
19,8
18,8
20,7
20,7
21,7
20,6
20,7
19,7
19,7
18,7
17,7
18,7
18,6
19,6
20,6
18,6
18,6
17,6
17,6
17,6
17,9
17,9
17,9
17,10
16,10
16,9
16,9
16,9
15,9
16,9
16,9
15,9
15,9
15,9
15,9
15,9
