1,27
1,26
1,23
0,23
0,22
0,21
1,22
1,22
1,22
2,22
1,22
2,21
2,21
1,21
1,21
1,20
1,20
1,20
2,20
2,21
1,19
2,20
3,20
3,20
3,19
2,19
2,19
2,18
2,18
3,19
3,19
2,17
3,18
3,18
4,19
4,19
4,19
4,18
4,18
3,17
3,16
4,16
4,17
4,17
5,18
5,18
5,19
6,19
6,18
6,18
5,17
5,17
5,16
4,16
4,15
5,14
5,15
5,16
5,16
6,16
6,17
6,17
6,18
7,18
7,18
7,17
7,17
6,17
7,17
6,16
7,16
6,16
7,16
6,15
7,15
6,14
7,15
6,14
7,14
8,14
8,15
7,16
8,16
7,17
8,17
8,18
8,17
8,17
8,17
8,16
8,16
8,15
9,15
9,16
10,16
9,16
10,16
10,17
9,17
9,17
10,17
9,18
9,18
9,18
9,19
8,18
11,17
11,17
10,18
10,18
11,18
11,18
10,18
11,19
11,18
12,18
11,19
11,19
10,19
9,19
10,20
13,19
12,19
11,20
11,20
10,20
11,21
11,20
12,20
12,20
12,20
12,21
11,22
12,21
12,21
13,21
13,21
12,22
12,22
12,22
12,23
13,22
13,22
14,22
14,23
14,23
13,22
13,23
13,24
7,19
7,19
7,20
6,19
5,20
6,20
7,20
7,21
8,20
9,20
8,21
7,21
7,21
6,21
5,21
6,21
6,22
6,22
5,22
4,22
4,23
5,22
7,22
7,22
8,22
9,22
9,22
8,22
8,22
7,23
6,23
6,23
5,23
5,23
4,24
5,24
6,24
6,23
6,23
7,23
8,23
8,23
9,23
10,24
7,24
3,24
3,25
3,25
4,26
5,26
6,27
7,27
8,27
9,27
9,26
10,25
9,24
9,24
8,24
8,24
9,25
9,26
9,26
8,25
8,26
8,25
8,25
7,25
8,24
7,24
7,24
6,24
6,24
5,24
4,25
5,25
5,26
5,25
6,25
6,25
7,25
6,25
6,25
6,26
6,26
7,26
7,26
7,25
7,25
6,27
6,26
